Format Version,1.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
766,6.383,,,,69.905952,1455.121216,971.866089,-216.211456,1360.926147,941.008423,-276.654114,1407.495605,1165.201294,167.906616,884.706482,840.677429,109.747643,1048.757568,921.325012
767,6.392,,,,69.815254,1455.111206,971.746094,-215.691498,1362.506104,940.264343,-271.422058,1407.047119,1167.869019,167.774384,884.65033,840.612122,109.665039,1048.797485,921.090576
768,6.4,,,,69.730957,1455.10791,971.668884,-216.185562,1362.412231,941.61554,-266.095001,1406.685303,1170.339355,167.652557,884.757874,840.453003,109.716278,1048.907227,920.938538
769,6.408,,,,69.625732,1455.117432,971.613342,-216.38829,1362.202881,943.016357,-260.581268,1406.518066,1174.021118,167.533752,884.650146,840.389832,109.517075,1048.702148,920.888611
770,6.417,,,,69.536385,1455.12146,971.552917,-216.568085,1362.422607,945.006775,-255.316345,1406.069458,1176.337524,167.298187,885.005798,840.120117,109.359955,1048.722046,920.740723
771,6.425,,,,69.463127,1455.113159,971.511169,-216.968643,1362.383545,947.178101,-250.24202,1405.809448,1178.766724,167.256256,884.477966,840.274292,109.068039,1048.573364,920.677551
772,6.433,,,,69.377151,1455.092407,971.462891,-217.024277,1362.611084,948.744324,-245.263092,1405.397339,1180.755981,167.049515,884.817444,839.971191,108.816246,1048.291992,920.423584
773,6.442,,,,69.35376,1455.11499,971.368958,-217.033569,1362.926758,950.16156,-240.347763,1404.797729,1182.654663,166.861038,884.838501,839.868225,108.925835,1048.723145,920.198547
774,6.45,,,,69.250038,1455.130615,971.439209,-217.090866,1363.298096,951.435547,-235.104156,1404.492676,1184.700317,166.735214,884.573975,839.892822,108.462212,1048.340332,920.40863
775,6.458,,,,69.162926,1455.147827,971.460022,-217.15358,1363.717163,952.753601,-230.032883,1404.044189,1186.588501,166.570694,884.487854,839.86792,108.434883,1048.406616,920.207825
776,6.467,,,,69.091248,1455.170166,971.485107,-217.289917,1364.141479,953.843384,-224.911118,1403.811035,1188.283203,166.296875,884.592407,839.742188,108.354004,1048.541016,920.246826
777,6.475,,,,69.045845,1455.213745,971.511353,-217.36409,1364.614258,954.981384,-219.728073,1403.358032,1189.807617,166.06871,884.597351,839.696533,107.545387,1047.912476,922.57019
778,6.483,,,,68.99044,1455.268921,971.571594,-217.48378,1365.041748,958.036072,-213.525009,1402.789795,1191.867798,165.883453,884.617676,839.641968,107.438828,1047.847656,922.521484
779,6.492,,,,68.926445,1455.346191,971.675659,-217.455276,1365.575684,959.381531,-208.812241,1402.397339,1193.288696,165.640015,884.736694,839.547852,107.222298,1047.838135,922.504578
780,6.5,,,,68.89608,1455.475342,971.64679,-217.490204,1366.15625,960.729858,-203.873062,1402.001953,1194.299194,165.465179,884.657532,839.543518,107.027054,1047.985596,922.61377
781,6.508,,,,68.832619,1455.550537,971.784241,-217.442703,1366.702515,961.924805,-200.134674,1401.26001,1195.609863,165.208344,884.637146,839.548523,106.919525,1047.661255,922.451965
782,6.517,,,,68.735321,1455.634521,971.924805,-217.39653,1367.512695,962.86615,-195.758728,1400.814209,1196.46936,165.12204,884.286621,839.707764,106.971245,1048.001709,920.643311
783,6.525,,,,68.665756,1455.726196,972.145874,-217.520065,1368.256104,963.84967,-190.851913,1400.280029,1197.26709,164.9151,884.307251,839.696533,107.007202,1048.446289,920.372192
784,6.533,,,,68.650703,1455.7948,972.224487,-217.417679,1369.066895,964.614197,-186.04274,1400.041992,1198.37146,164.717117,884.346558,839.696594,106.592552,1048.155029,920.508484
785,6.542,,,,68.644333,1455.883301,972.301392,-217.495956,1369.507446,965.638916,-181.551559,1399.484375,1199.235107,164.494308,884.406067,839.681396,106.597702,1048.28064,920.362
786,6.55,,,,68.650154,1455.982178,972.384827,-217.379593,1369.935669,966.804443,-177.14325,1398.885132,1199.839111,164.261826,884.441528,839.679993,106.189659,1047.984375,920.419067
787,6.558,,,,68.67189,1456.075684,972.447815,-217.102417,1370.460327,968.378113,-172.607071,1398.294922,1200.332886,164.055862,884.431885,839.709412,106.287392,1048.162476,920.264465
788,6.567,,,,68.679192,1456.190796,972.567749,-216.903458,1370.925903,969.556946,-168.532211,1397.905518,1200.993408,163.86557,884.43219,839.743896,106.045967,1048.085938,920.435547
789,6.575,,,,68.750221,1456.31665,972.598877,-216.720474,1371.428467,970.678711,-164.468811,1397.257202,1201.436768,163.675507,884.468262,839.744385,105.737305,1048.235352,920.531738
790,6.583,,,,68.761948,1456.437988,972.770325,-216.493484,1372.004883,971.717957,-160.480209,1396.717163,1201.838623,163.434174,884.430786,839.786499,105.556992,1047.896484,920.513855
791,6.592,,,,68.823425,1456.553955,972.834839,-216.385773,1372.644653,972.715515,-156.393066,1396.206177,1201.994141,163.226212,884.430664,839.778931,105.317009,1048.235474,920.570312
792,6.6,,,,68.887871,1456.702637,972.977966,-216.206909,1373.331177,973.765076,-152.508301,1395.734375,1202.237549,163.038116,884.400635,839.790955,105.201393,1047.764893,920.568359
793,6.608,,,,68.944771,1456.840454,973.130981,-216.047485,1373.918945,974.809753,-148.764267,1395.299316,1202.445435,162.853851,884.39447,839.76709,105.038521,1048.321411,920.662476
794,6.617,,,,68.974678,1456.983765,973.372559,-215.926178,1374.483765,975.872009,-145.040756,1394.831909,1202.528198,162.699341,884.395081,839.776489,104.578293,1047.813721,920.902222
795,6.625,,,,69.02832,1457.095947,973.447998,-215.885452,1375.07251,976.868591,-141.795441,1394.377197,1202.647949,162.522797,884.393616,839.812439,104.388649,1047.725586,920.793884
796,6.633,,,,69.107849,1457.210327,973.477966,-215.803986,1375.603394,977.937134,-137.939148,1393.765747,1202.477051,162.372452,884.415955,839.815613,104.285439,1047.444336,920.627625
797,6.642,,,,69.136208,1457.31665,973.657349,-215.858337,1376.150391,979.002319,-134.757675,1393.203491,1202.608765,162.189774,884.385193,839.81543,104.214249,1047.789307,920.757812
798,6.65,,,,69.175667,1457.400879,973.740845,-215.832001,1376.597778,979.791199,-131.739685,1392.87085,1202.513672,162.012421,884.347534,839.91095,104.1549,1048.015625,921.140686
799,6.658,,,,69.228851,1457.497314,973.837341,-215.909897,1377.130127,981.098145,-128.398132,1392.179688,1202.295532,161.838165,884.339172,839.956177,103.887161,1047.858154,921.503723
800,6.667,,,,69.266624,1457.568359,973.928528,-215.83847,1377.610596,982.190735,-125.323471,1391.744507,1202.180786,161.687714,884.397583,839.938477,103.492188,1047.400269,921.52124
801,6.675,,,,69.321632,1457.64978,973.991516,-215.80838,1378.008667,982.91925,-122.16713,1391.283325,1201.887939,161.516052,884.382812,839.977417,103.55439,1047.493286,921.287354
802,6.683,,,,69.353249,1457.73584,974.107483,-215.75087,1378.437744,983.693176,-119.026756,1391.145996,1201.698608,161.347122,884.393066,840.001221,103.157578,1047.221802,921.314941
803,6.692,,,,69.365532,1457.81311,974.244446,-215.630295,1378.867798,984.631042,-116.330467,1390.927856,1201.272583,161.196686,884.375366,840.040344,103.247955,1047.56897,921.209106
804,6.7,,,,69.374664,1457.884644,974.452942,-215.444458,1379.277344,985.412048,-112.750504,1390.514526,1200.697754,161.058228,884.397949,840.05188,103.021355,1047.388916,921.434265
805,6.708,,,,69.399544,1457.956055,974.529236,-215.303162,1379.631104,986.235718,-110.060707,1390.219971,1200.148926,160.939941,884.373718,840.114746,102.768501,1047.11438,921.26886
806,6.717,,,,69.370911,1458.019897,974.713989,-215.2556,1379.913818,986.935059,-106.770493,1389.913696,1199.658203,160.792404,884.381348,840.121155,102.898804,1047.32251,921.078491
807,6.725,,,,69.353012,1458.063599,974.817505,-215.100708,1380.274658,987.849426,-103.544395,1389.781372,1199.123047,160.667175,884.349548,840.19635,102.806633,1047.441406,921.288635
808,6.733,,,,69.329346,1458.11377,974.933777,-215.039612,1380.547729,988.637939,-101.105919,1389.582886,1198.457764,160.575058,884.373169,840.213562,102.546776,1047.288696,921.483826
809,6.742,,,,69.303596,1458.159058,975.059326,-215.026215,1380.724487,989.378723,-97.979973,1389.255493,1197.777832,160.460876,884.359802,840.276306,102.326721,1046.967407,921.37677
810,6.75,,,,69.2883,1458.186768,975.166382,-215.03212,1380.905518,990.102783,-95.683273,1389.11792,1196.952271,160.350784,884.335632,840.348816,102.455582,1047.330444,921.255859
811,6.758,,,,69.27832,1458.209961,975.28717,-215.051636,1380.91626,990.585876,-92.823044,1389.005859,1196.289429,160.23764,884.338684,840.397827,102.203133,1046.934937,921.427429
812,6.767,,,,69.27372,1458.250854,975.351624,-214.735825,1381.004761,991.459656,-90.413956,1388.373535,1195.372314,160.148682,884.311157,840.483704,102.162933,1047.036255,921.28894
813,6.775,,,,69.240547,1458.264526,975.53009,-214.671066,1381.0802,992.037842,-87.24575,1388.676392,1194.772339,160.041061,884.280273,840.560364,101.925179,1046.883057,921.385864
814,6.783,,,,69.206955,1458.278687,975.624817,-214.490829,1381.129395,992.871887,-84.887238,1388.539673,1193.966064,159.940872,884.244812,840.622986,102.0308,1047.249146,921.516541
815,6.792,,,,69.18882,1458.290283,975.723572,-214.306641,1381.166626,993.524597,-82.628723,1388.495239,1193.151611,159.846375,884.201965,840.690552,101.65506,1046.799561,921.843079
816,6.8,,,,69.162636,1458.30603,975.860291,-214.203979,1381.172119,994.057495,-80.887466,1388.779419,1192.494263,159.718933,884.177917,840.795715,101.616264,1046.838501,921.73291
817,6.808,,,,69.1436,1458.317017,975.944702,-214.040695,1381.15625,994.616699,-77.096939,1387.764893,1191.207886,159.631317,884.164307,840.862488,101.243851,1046.474243,923.963623
818,6.817,,,,69.112587,1458.3302,976.030518,-213.902466,1381.082031,995.100586,-74.95929,1387.659546,1190.384155,159.508209,884.129822,841.00177,101.207413,1046.318115,923.950012
819,6.825,,,,69.092278,1458.32019,976.084656,-213.840073,1381.007202,995.505676,-72.653297,1387.564209,1189.394653,159.371979,884.082825,841.093018,101.044258,1046.470459,924.167297
820,6.833,,,,69.067894,1458.301758,976.145813,-213.672302,1380.89563,995.959229,-70.501266,1387.44043,1188.540894,159.276138,884.067505,841.149658,100.944817,1046.369019,924.235229
821,6.842,,,,69.04377,1458.293945,976.208984,-213.482895,1380.800049,996.377502,-68.453201,1387.31604,1187.613037,159.1651,884.071289,841.252075,100.839333,1046.416382,924.344055
822,6.85,,,,69.015572,1458.25769,976.334534,-213.354568,1380.745117,996.640381,-66.634888,1387.345337,1186.665527,159.050232,884.056702,841.323364,100.75354,1046.327637,924.381348
823,6.858,,,,68.992577,1458.2229,976.430725,-213.187134,1380.686523,996.954956,-63.608871,1387.090454,1184.963989,158.941437,884.049866,841.406433,100.832153,1046.248535,924.437317
824,6.867,,,,68.958519,1458.180298,976.533997,-213.117584,1380.65332,997.176086,-61.626198,1387.032349,1183.899658,158.829803,884.061035,841.503174,100.876732,1046.075073,924.423218
825,6.875,,,,68.948936,1458.153076,976.61792,-212.976395,1380.581909,997.406311,-60.060886,1387.246094,1183.189087,158.755508,884.026855,841.606323,100.668159,1046.16626,924.622375
826,6.883,,,,68.931252,1458.124146,976.685852,-212.594589,1380.444336,997.712158,-58.114098,1386.85083,1182.021118,158.663544,884.034302,841.670349,100.685966,1046.114502,924.695496
827,6.892,,,,68.899605,1458.096436,976.763794,-212.451187,1380.359863,997.960938,-56.709885,1387.016968,1181.32605,158.58316,884.036255,841.748535,100.685143,1045.995972,924.732971
828,6.9,,,,68.856949,1458.094116,976.844604,-209.6604,1380.182739,999.267822,-54.943497,1386.860229,1180.351929,158.511398,884.031433,841.820679,100.643631,1046.100098,924.903259
829,6.908,,,,68.846542,1458.053589,976.941406,-209.187363,1379.963013,998.638916,-53.51683,1386.589355,1179.390259,158.422562,883.986023,841.910156,100.468315,1046.135864,925.048218
830,6.917,,,,68.82592,1458.034668,977.047058,-208.880753,1379.943115,999.063843,-51.860844,1386.487305,1178.446777,158.379745,883.987549,841.96814,100.998726,1046.35437,923.391113
831,6.925,,,,68.81897,1458.014404,977.137146,-208.668823,1379.774048,999.157532,-50.6227,1386.548828,1177.63208,158.344193,883.989319,842.038025,100.792099,1046.392456,923.266541
832,6.933,,,,68.819389,1457.997925,977.252136,-208.473099,1379.690918,999.369141,-48.95895,1386.397339,1176.696899,158.294281,883.967041,842.109924,100.837639,1046.221924,923.102234
833,6.942,,,,68.79998,1457.978638,977.352905,-208.306549,1379.55542,999.482422,-47.737961,1386.420654,1175.872192,158.279114,883.970947,842.167847,100.869087,1046.699463,923.215881
834,6.95,,,,68.791054,1457.96521,977.466248,-208.121582,1379.453247,999.663147,-46.23727,1386.285645,1175.043457,158.257599,883.958435,842.221863,100.733505,1046.440552,923.481873
835,6.958,,,,68.787209,1457.947876,977.544983,-207.9673,1379.360352,999.798157,-45.101223,1386.317871,1174.26355,158.270279,883.946533,842.276428,100.720444,1046.318359,923.39386
836,6.967,,,,68.793907,1457.933838,977.630676,-207.765747,1379.248413,999.955994,-44.054947,1386.234863,1173.612549,158.255798,883.960693,842.31488,100.8377,1046.390503,923.344055
837,6.975,,,,68.798592,1457.93689,977.713867,-207.601669,1379.095581,1000.009644,-42.874283,1386.14624,1172.918457,158.287216,883.921387,842.40271,100.866707,1046.416626,923.40686
838,6.983,,,,68.793381,1457.89502,977.812866,-207.418167,1379.003784,1000.222534,-41.974762,1386.096313,1172.273804,158.315582,883.951294,842.422546,100.858482,1046.549561,923.583008
839,6.992,,,,68.799072,1457.833374,977.914795,-207.283875,1378.871704,1000.302429,-41.193092,1386.017212,1171.744629,158.356659,883.962524,842.462952,100.965874,1046.171875,923.644348
840,7,,,,68.803223,1457.806885,978.013,-207.153656,1378.796509,1000.487915,-40.277866,1385.821289,1171.229614,158.381393,883.940735,842.538574,100.534546,1046.020996,925.826233
841,7.008,,,,68.805855,1457.783936,978.099915,-207.00975,1378.613647,1000.580933,-39.432171,1385.72522,1170.73584,158.458237,883.942505,842.572144,100.574028,1045.97876,925.847839
842,7.017,,,,68.857712,1457.763184,978.19751,-206.883118,1378.557129,1000.756592,-38.813469,1385.688354,1170.317017,158.508774,883.906311,842.628418,100.647827,1046.036743,925.931091
843,7.025,,,,68.887131,1457.750122,978.273987,-206.782089,1378.506348,1000.86377,-38.147751,1385.628784,1169.891113,158.554153,883.912964,842.677734,100.553558,1046.01709,925.968384
844,7.033,,,,68.920998,1457.748169,978.320984,-206.662781,1378.466919,1000.974792,-37.257866,1385.432983,1169.412598,158.634949,883.931091,842.677124,100.630157,1046.041138,925.998901
845,7.042,,,,68.952881,1457.766113,978.415161,-206.567276,1378.436646,1001.057983,-36.586468,1385.320679,1169.08252,158.74176,883.904175,842.749023,100.717216,1045.946777,925.972046
846,7.05,,,,68.982132,1457.773804,978.461914,-206.437195,1378.508911,1001.375793,-36.029285,1385.261475,1168.804688,158.795441,883.901978,842.797485,100.710014,1046.07666,926.073853
847,7.058,,,,69.01284,1457.787476,978.528564,-206.335617,1378.492432,1001.555298,-35.509052,1385.248901,1168.558228,158.880768,883.898376,842.828369,100.7052,1046.061279,926.07074
848,7.067,,,,69.05983,1457.774414,978.533997,-206.246948,1378.485474,1001.715088,-34.986935,1385.164673,1168.326172,158.937317,883.884094,842.888489,100.848213,1046.082886,926.075928
849,7.075,,,,69.09549,1457.768921,978.597839,-206.156387,1378.460693,1001.877563,-34.349628,1384.943237,1168.065308,159.014374,883.898438,842.90918,100.916573,1046.025635,926.068359
850,7.083,,,,69.134453,1457.768433,978.673828,-206.070236,1378.442749,1002.050171,-33.97715,1384.816528,1167.919556,159.108383,883.92041,842.941406,100.965225,1046.034668,926.109741
851,7.092,,,,69.173546,1457.765137,978.745483,-205.980133,1378.386963,1002.16449,-33.618793,1384.618774,1167.806885,159.181381,883.92157,842.990906,101.029701,1046.051392,926.142822
852,7.1,,,,69.197815,1457.762695,978.845886,-205.904404,1378.346436,1002.259521,-33.381832,1384.480469,1167.762085,159.24791,883.906738,843.032776,101.263008,1045.901001,926.043518
853,7.108,,,,69.233536,1457.782837,978.907776,-205.846146,1378.281982,1002.323242,-33.183437,1384.334473,1167.733887,158.005692,882.023987,845.714722,101.286652,1045.799072,926.026062
854,7.117,,,,69.275841,1457.776855,978.996582,-205.75705,1378.265991,1002.50354,-33.054188,1384.239136,1167.747803,157.886292,881.765076,846.114929,101.434891,1045.871216,926.072937
855,7.125,,,,69.313484,1457.77356,979.036255,-205.708023,1378.21814,1002.574951,-32.945801,1384.179077,1167.768311,157.950027,881.780396,846.155396,101.422806,1045.891968,926.074097
856,7.133,,,,69.358337,1457.775391,979.093628,-205.638336,1378.173096,1002.645142,-32.864296,1384.14917,1167.803955,157.995544,881.785095,846.174438,101.539307,1045.704468,925.96582
857,7.142,,,,69.414658,1457.778809,979.115295,-205.579849,1378.156982,1002.661926,-32.778671,1384.074951,1167.857178,158.070236,881.806641,846.197266,101.48642,1045.977173,926.161438
858,7.15,,,,69.477165,1457.797974,979.111816,-205.522552,1378.116943,1002.601501,-32.674999,1384.060425,1167.897339,158.111496,881.829163,846.234863,101.552757,1045.816772,926.069092
859,7.158,,,,69.536507,1457.80188,979.130432,-205.48317,1378.118774,1002.646179,-32.685162,1384.042236,1167.99231,158.173019,881.837524,846.263428,101.697189,1045.778809,926.055115
860,7.167,,,,69.570091,1457.812134,979.154907,-205.44014,1378.080811,1002.618103,-32.698502,1383.975342,1168.086792,158.22287,881.85614,846.272888,101.496346,1046.141479,926.307678
861,7.175,,,,69.614655,1457.794067,979.19342,-205.389069,1378.056885,1002.644043,-32.71011,1383.899658,1168.193359,158.254578,881.858643,846.307007,101.545731,1046.06897,926.30542
